Unnamed: 0,n_code,active,last_update,update_count,input_date,lat,lng,x_900913,y_900913,points,extension,date_photo,device_platform,device_model,device_uuid,viewing_angle,rain,bottom,fu_value,fu_processed,fu_observed,sd_depth,application,apk_user_n_code,user_n_code,nickname,user_points,user_photo_count,user_level,p_cloud_cover,p_temperature,p_ph,p_conductivity,p_colour,image,geom,flagged_count,wacodi_processed,image.1,nickname.1,month_year,month,day,image_path,total_pixels,color_pixels,Flag,fu_processed_wacodi_processed,month_year_period,fu_processed_clouds,fu_processed_old,hue_angle,hue_angle_centre,hue_angle_centre_clouds,hue_angle_centre_old,hue_angle_clouds,hue_angle_old,macrophytes,overcast_hue_best,overcast_hue_best_fu,overcast_hue_center,overcast_hue_center_fu,p_chla,p_dissolved_oxygen,p_phycocyanin,p_salinity,sunny_hue_best,sunny_hue_best_fu,sunny_hue_center,sunny_hue_center_fu
,19919,1,2/24/2022 9:20:40 AM,1,2/24/2022 9:20:33 AM,48.4746423,9.1750127,1021357,6186184,0,png,2022-02-24 08:22:46,Android,SM-G950F,d14aaee0bdd2bdac,18,,,17,16.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19919.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19919.png,lindy,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19919.png,3634.0,2370.0,False,,2022-02,,,43.733583455438,42.78464107602,,,,,,,0.0,34.231453657033,18.0,0.0,0.0,0.0,0.0,43.733583455438,16.0,42.78464107602,16.0
,19918,1,2/24/2022 9:17:31 AM,1,2/24/2022 9:17:24 AM,48.4746423,9.1750127,1021357,6186184,0,png,2022-02-24 08:19:32,Android,SM-G950F,d14aaee0bdd2bdac,18,,,18,18.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19918.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19918.png,lindy,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19918.png,24178.0,5136.0,True,19.0,2022-02,,,32.061995583419,28.365545809542,,,,,,27.716262609478,19.0,18.460103169834,21.0,0.0,0.0,0.0,0.0,32.061995583419,18.0,28.365545809542,19.0
,19917,1,2/24/2022 9:03:42 AM,1,2/24/2022 9:03:34 AM,48.4746423,9.1750127,1021357,6186184,0,png,2022-02-24 08:05:47,Android,SM-G950F,d14aaee0bdd2bdac,19,,,18,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19917.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19917.png,lindy,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19917.png,775.0,524.0,True,19.0,2022-02,,,35.83654124075,38.467899892743,,,,,,29.236369674329,19.0,32.06463523478,18.0,0.0,0.0,0.0,0.0,35.83654124075,17.0,38.467899892743,17.0
,19916,1,2/24/2022 9:01:38 AM,1,2/24/2022 9:01:31 AM,48.4746423,9.1750127,1021357,6186184,0,png,2022-02-24 08:03:39,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,16.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19916.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19916.png,lindy,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19916.png,27972.0,3344.0,True,17.0,2022-02,,,41.98806808446,43.380602544366,,,,,,34.982227742054,17.0,36.255216285804,17.0,0.0,0.0,0.0,0.0,41.98806808446,16.0,43.380602544366,16.0
,19915,1,2/24/2022 9:01:11 AM,1,2/24/2022 9:01:04 AM,48.4746423,9.1750127,1021357,6186184,0,png,2022-02-24 08:03:10,Android,SM-G950F,d14aaee0bdd2bdac,13,,,17,16.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19915.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19915.png,lindy,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19915.png,35344.0,3922.0,True,17.0,2022-02,,,42.862725857326,43.528862417589,,,,,,37.895832031106,17.0,36.81678152009,17.0,0.0,0.0,0.0,0.0,42.862725857326,16.0,43.528862417589,16.0
,19914,1,2/24/2022 9:00:34 AM,1,2/24/2022 9:00:27 AM,48.4746423,9.1750127,1021357,6186184,0,png,2022-02-24 08:02:35,Android,SM-G950F,d14aaee0bdd2bdac,9,,,17,16.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19914.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19914.png,lindy,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19914.png,25110.0,3364.0,False,,2022-02,,,41.526410131001,39.117827843817,,,,,,,0.0,161.89042431196,6.0,0.0,0.0,0.0,0.0,41.526410131001,16.0,39.117827843817,17.0
,19911,1,2/24/2022 8:57:33 AM,1,2/24/2022 8:57:26 AM,48.4748282,9.187553,1022753,6186216,10,png,2022-02-24 07:59:34,Android,SM-G950F,d14aaee0bdd2bdac,17,,,15,16.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19911.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19911.png,lindy,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19911.png,13158.0,4099.0,False,,2022-02,,,,41.706164273693,,,,,,,0.0,166.68815455139,5.0,0.0,0.0,0.0,0.0,,0.0,41.706164273693,16.0
,19908,1,2/24/2022 8:51:57 AM,1,2/24/2022 8:51:50 AM,48.4746423,9.1750127,1021357,6186184,0,png,2022-02-24 07:53:33,Android,SM-G950F,d14aaee0bdd2bdac,15,,,18,17.0,0,0.0,eowcolor,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19908.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19908.png,,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19908.png,16728.0,3042.0,True,18.0,2022-02,,,36.444568272478,37.842488106759,,,,,,31.450325471946,18.0,31.023720038368,18.0,0.0,0.0,0.0,0.0,36.444568272478,17.0,37.842488106759,17.0
,19906,1,2/24/2022 8:50:35 AM,1,2/24/2022 8:50:27 AM,48.4754037,9.1812273,1022049,6186312,0,png,2022-02-24 07:52:37,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,16.0,0,0.0,eowcolor,0.0,,,,,,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19906.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19906.png,,2022-02,2,2022-02-24,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19906.png,10608.0,1398.0,False,,2022-02,,,40.127667417238,39.600632973645,,,,,,,0.0,30.29196679324,19.0,0.0,0.0,0.0,0.0,40.127667417238,16.0,39.600632973645,17.0
,19645,1,1/25/2022 4:32:51 PM,1,1/25/2022 4:32:49 PM,48.772797272401,9.1649390310367,1020236,6236397,0,png,2022-01-25 15:34:56,iOS,"iPhone8,4",97DEB8ED-A180-4567-84EF-FC17F72ABB15,3,,1.0,18,18.0,0,0.0,eowcolor,0.0,,,,,,25.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19645.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19645.png,,2022-01,1,2022-01-25,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19645.png,90368.0,9067.0,False,,2022-01,,,,31.804955245853,,,,,,,0.0,20.268460830715,21.0,0.0,0.0,0.0,0.0,,0.0,31.804955245853,18.0
,19555,1,1/18/2022 10:53:51 AM,1,1/18/2022 10:53:50 AM,48.4749182,9.1755003,1021412,6186231,0,png,2022-01-18 09:55:45,Android,SM-G950F,d14aaee0bdd2bdac,19,,,17,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19555.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19555.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19555.png,4864.0,4069.0,True,17.0,2022-01,,,36.653355011955,38.281407047725,,,,,,34.702687156499,18.0,34.197381049281,18.0,0.0,0.0,0.0,0.0,36.653355011955,17.0,38.281407047725,17.0
,19553,1,1/18/2022 10:32:08 AM,1,1/18/2022 10:32:07 AM,48.4764527,9.1759997,1021467,6186488,0,png,2022-01-18 09:33:58,Android,SM-G950F,d14aaee0bdd2bdac,19,,,13,12.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19553.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19553.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19553.png,18128.0,7954.0,False,,2022-01,,,,66.650073592534,,,,,,,0.0,62.445769732695,12.0,0.0,0.0,0.0,0.0,,0.0,66.650073592534,12.0
,19552,1,1/18/2022 10:30:58 AM,1,1/18/2022 10:30:57 AM,48.4749182,9.1755003,1021412,6186231,0,png,2022-01-18 09:32:50,Android,SM-G950F,d14aaee0bdd2bdac,19,,,13,13.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19552.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19552.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19552.png,5964.0,2548.0,False,,2022-01,,,,60.463796288937,,,,,,,0.0,55.227763950325,14.0,0.0,0.0,0.0,0.0,,0.0,60.463796288937,13.0
,19551,1,1/18/2022 10:28:07 AM,1,1/18/2022 10:28:06 AM,48.4749182,9.1755003,1021412,6186231,0,png,2022-01-18 09:30:03,Android,SM-G950F,d14aaee0bdd2bdac,20,,,13,13.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19551.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19551.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19551.png,2107.0,747.0,True,13.0,2022-01,,,59.920973943958,63.835242139548,,,,,,56.301920321666,14.0,60.113768568688,13.0,0.0,0.0,0.0,0.0,59.920973943958,13.0,63.835242139548,12.0
,19550,1,1/18/2022 10:27:24 AM,1,1/18/2022 10:27:23 AM,48.4749182,9.1755003,1021412,6186231,0,png,2022-01-18 09:29:20,Android,SM-G950F,d14aaee0bdd2bdac,19,,,14,14.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19550.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19550.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19550.png,3772.0,1301.0,True,14.0,2022-01,,,54.246840445906,63.496942450635,,,,,,50.977207305218,14.0,59.690153979249,13.0,0.0,0.0,0.0,0.0,54.246840445906,14.0,63.496942450635,12.0
,19549,1,1/18/2022 10:25:29 AM,1,1/18/2022 10:25:27 AM,48.4749182,9.1755003,1021412,6186231,0,png,2022-01-18 09:27:24,Android,SM-G950F,d14aaee0bdd2bdac,19,,,15,15.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19549.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19549.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19549.png,2660.0,520.0,True,15.0,2022-01,,,50.068455053435,51.095653753704,,,,,,44.9610587216,16.0,46.205109058433,15.0,0.0,0.0,0.0,0.0,50.068455053435,15.0,51.095653753704,14.0
,19548,1,1/18/2022 10:24:29 AM,1,1/18/2022 10:24:28 AM,48.4739353,9.1759759,1021464,6186066,10,png,2022-01-18 09:26:25,Android,SM-G950F,d14aaee0bdd2bdac,18,,,14,14.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19548.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19548.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19548.png,4779.0,813.0,True,14.0,2022-01,,,53.891149020429,55.467286404664,,,,,,48.803639429706,15.0,51.021014001376,14.0,0.0,0.0,0.0,0.0,53.891149020429,14.0,55.467286404664,14.0
,19545,1,1/18/2022 10:23:29 AM,1,1/18/2022 10:23:28 AM,48.4708012,9.1754498,1021406,6185539,10,png,2022-01-18 09:13:50,Android,SM-G950F,d14aaee0bdd2bdac,19,,,15,15.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19545.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19545.png,lindy,2022-01,1,2022-01-18,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19545.png,1364.0,624.0,True,15.0,2022-01,,,48.096391302581,49.833172069801,,,,,,44.477188295053,16.0,44.274202228397,16.0,0.0,0.0,0.0,0.0,48.096391302581,15.0,49.833172069801,15.0
,19521,1,1/14/2022 5:01:15 PM,1,1/14/2022 5:01:13 PM,48.7728148,9.1639492,1020126,6236400,10,png,2022-01-14 16:03:03,Android,SM-J510FN,55a8ce330200daec,3,,,15,16.0,0,10.0,eowcolor,737.0,737.0,ehau,160.0,11.0,2.0,25.0,2.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19521.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19521.png,ehau,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19521.png,65912.0,1842.0,False,,2022-01,,,42.639145985879,43.174284627308,,,,,,,0.0,28.547547564018,19.0,0.0,0.0,0.0,0.0,42.639145985879,16.0,43.174284627308,16.0
,19520,1,1/14/2022 2:42:49 PM,1,1/14/2022 2:42:48 PM,48.4100068,9.7875377,1089543,6175338,0,png,2022-01-14 13:44:38,Android,SM-G950F,d14aaee0bdd2bdac,15,,,4,4.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19520.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19520.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19520.png,8268.0,6480.0,True,2.0,2022-01,,,,206.56545474999,,,,,,223.33724909811,2.0,212.52539701094,3.0,0.0,0.0,0.0,0.0,,0.0,206.56545474999,4.0
,19518,1,1/14/2022 2:40:55 PM,1,1/14/2022 2:40:53 PM,48.4100068,9.7875377,1089543,6175338,0,png,2022-01-14 13:42:36,Android,SM-G950F,d14aaee0bdd2bdac,18,,,2,2.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19518.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19518.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19518.png,28350.0,4973.0,True,2.0,2022-01,,,221.04385212907,223.44772033654,,,,,,221.32664704362,2.0,224.72373199717,2.0,0.0,0.0,0.0,0.0,221.04385212907,2.0,223.44772033654,2.0
,19517,1,1/14/2022 2:40:14 PM,1,1/14/2022 2:40:13 PM,48.4100068,9.7875377,1089543,6175338,0,png,2022-01-14 13:41:34,Android,SM-G950F,d14aaee0bdd2bdac,16,,,2,3.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19517.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19517.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19517.png,38400.0,7098.0,True,3.0,2022-01,,,218.58121555005,222.23445193302,,,,,,219.5777820513,3.0,223.65372637492,2.0,0.0,0.0,0.0,0.0,218.58121555005,3.0,222.23445193302,2.0
,19516,1,1/14/2022 2:39:07 PM,1,1/14/2022 2:39:05 PM,48.4100068,9.7875377,1089543,6175338,0,png,2022-01-14 13:40:52,Android,SM-G950F,d14aaee0bdd2bdac,17,,,2,3.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19516.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19516.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19516.png,23256.0,8098.0,True,3.0,2022-01,,,216.69219884465,215.58179929087,,,,,,218.96642059927,3.0,218.22296372421,3.0,0.0,0.0,0.0,0.0,216.69219884465,3.0,215.58179929087,3.0
,19515,1,1/14/2022 2:38:32 PM,1,1/14/2022 2:38:30 PM,48.4100068,9.7875377,1089543,6175338,10,png,2022-01-14 13:40:12,Android,SM-G950F,d14aaee0bdd2bdac,19,,,2,3.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19515.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19515.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19515.png,39690.0,18319.0,True,3.0,2022-01,,,217.83098158442,218.16302666261,,,,,,220.34219174977,3.0,220.488774571,3.0,0.0,0.0,0.0,0.0,217.83098158442,3.0,218.16302666261,3.0
,19514,1,1/14/2022 2:34:55 PM,1,1/14/2022 2:34:53 PM,48.4100068,9.7875377,1089543,6175338,10,png,2022-01-14 13:36:42,Android,SM-G950F,d14aaee0bdd2bdac,19,,,1,2.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,25.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19514.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19514.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19514.png,14805.0,2321.0,True,2.0,2022-01,,,225.73103598619,229.27373573522,,,,,,226.66788384751,2.0,229.80083377885,1.0,0.0,0.0,0.0,0.0,225.73103598619,2.0,229.27373573522,1.0
,19513,1,1/14/2022 2:33:29 PM,1,1/14/2022 2:33:27 PM,48.4100068,9.7875377,1089543,6175338,10,png,2022-01-14 13:35:18,Android,SM-G950F,d14aaee0bdd2bdac,18,,,3,3.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19513.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19513.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19513.png,12400.0,1863.0,True,2.0,2022-01,,,220.11372896162,222.11340018869,,,,,,221.79455422059,2.0,223.57164588507,2.0,0.0,0.0,0.0,0.0,220.11372896162,3.0,222.11340018869,2.0
,19512,1,1/14/2022 2:32:43 PM,1,1/14/2022 2:32:42 PM,48.4100068,9.7875377,1089543,6175338,10,png,2022-01-14 13:34:29,Android,SM-G950F,d14aaee0bdd2bdac,14,,,4,4.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19512.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19512.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19512.png,22356.0,7503.0,False,,2022-01,,,,197.85879926261,,,,,,,0.0,202.42276891074,4.0,0.0,0.0,0.0,0.0,,0.0,197.85879926261,4.0
,19511,1,1/14/2022 2:31:32 PM,1,1/14/2022 2:31:31 PM,48.4100068,9.7875377,1089543,6175338,10,png,2022-01-14 13:33:22,Android,SM-G950F,d14aaee0bdd2bdac,18,,,5,5.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,0.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19511.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19511.png,lindy,2022-01,1,2022-01-14,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19511.png,4743.0,3591.0,False,,2022-01,,,,189.88564085654,,,,,,,0.0,196.34735669897,4.0,0.0,0.0,0.0,0.0,,0.0,189.88564085654,5.0
,19505,1,1/13/2022 8:58:51 AM,1,1/13/2022 8:58:49 AM,48.8258178,9.2160419,1025925,6245357,10,png,2022-01-13 07:59:46,Android,SM-G950F,d14aaee0bdd2bdac,8,,,16,15.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19505.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19505.png,lindy,2022-01,1,2022-01-13,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19505.png,126720.0,43211.0,False,,2022-01,,,,47.151527353777,,,,,,,0.0,48.654126816911,15.0,0.0,0.0,0.0,0.0,,0.0,47.151527353777,15.0
,19480,1,1/11/2022 10:26:59 AM,1,1/11/2022 10:26:57 AM,48.4749182,9.1755003,1021412,6186231,10,png,2022-01-11 09:28:42,Android,SM-G950F,d14aaee0bdd2bdac,15,,,17,17.0,0,0.0,eowcolor,714.0,714.0,lindy,410.0,72.0,3.0,100.0,0.0,0.0,0.0,0.0,https://eyeonwater.org/media/eyeonwater_upload/19480.png,?,0,1,http://www.eyeonwater.org/media/eyeonwater_upload/19480.png,lindy,2022-01,1,2022-01-11,C:\Users\janfa\reutlingen-university.de\ParKli - General\AP2_Ko_Produktion\AP2.3_Erzeugen_von_Trainingsdatensätzen\EyeOnWater\Dash_Python\urlTest\src\pages\..\assets\Bilder\19480.png,71838.0,5259.0,True,17.0,2022-01,,,35.585019714576,38.531940037147,,,,,,30.772001077295,18.0,30.979788151856,18.0,0.0,0.0,0.0,0.0,35.585019714576,17.0,38.531940037147,17.0
